Diversity,Progress,w_set_A,w_set_B,w_set_C,w_set_D,Activated_Rules
0.50,0.26,0.7629,0.7630,0.7000,0.7325,medium AND early -> high (0.700)
0.50,0.28,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.50,0.30,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | medium AND mid -> medium (0.001)
0.50,0.32,0.7128,0.7102,0.6608,0.6727,medium AND early -> high (0.400) | medium AND mid -> medium (0.100)
0.50,0.34,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | medium AND mid -> medium (0.200)
0.50,0.36,0.6240,0.6204,0.5789,0.5671,medium AND mid -> medium (0.300) | medium AND early -> high (0.200)
0.50,0.38,0.5697,0.5685,0.5392,0.5076,medium AND mid -> medium (0.400) | medium AND early -> high (0.100)
0.50,0.40,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | medium AND early -> high (0.001)
0.50,0.42,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.50,0.44,0.5000,0.5000,0.5000,0.4430,medium AND mid -> medium (0.700)
0.50,0.46,0.5000,0.5000,0.5000,0.4449,medium AND mid -> medium (0.800)
0.50,0.48,0.5000,0.5000,0.5000,0.4462,medium AND mid -> medium (0.900)
0.50,0.50,0.5000,0.5000,0.5000,0.4467,medium AND mid -> medium (1.000)
0.50,0.52,0.5000,0.5000,0.5000,0.4462,medium AND mid -> medium (0.900)
0.50,0.54,0.5000,0.5000,0.5000,0.4449,medium AND mid -> medium (0.800)
0.50,0.56,0.5000,0.5000,0.5000,0.4430,medium AND mid -> medium (0.700)
0.50,0.58,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.50,0.60,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | medium AND late -> low (0.001)
0.50,0.62,0.4303,0.4315,0.4608,0.4004,medium AND mid -> medium (0.400) | medium AND late -> low (0.100)
0.50,0.64,0.3760,0.3796,0.4211,0.3622,medium AND mid -> medium (0.300) | medium AND late -> low (0.200)
0.50,0.66,0.3299,0.3346,0.3789,0.3220,medium AND late -> low (0.300) | medium AND mid -> medium (0.200)
0.50,0.68,0.2872,0.2898,0.3392,0.2763,medium AND late -> low (0.400) | medium AND mid -> medium (0.100)
0.50,0.70,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500)
0.50,0.72,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.50,0.74,0.2371,0.2370,0.3000,0.2200,medium AND late -> low (0.700)
0.50,0.76,0.2324,0.2351,0.3000,0.2200,medium AND late -> low (0.800)
0.50,0.78,0.2283,0.2338,0.3000,0.2200,medium AND late -> low (0.900)
0.50,0.80,0.2248,0.2333,0.3000,0.2200,medium AND late -> low (1.000)
0.50,0.82,0.2283,0.2338,0.3000,0.2200,medium AND late -> low (0.900)
0.50,0.84,0.2324,0.2351,0.3000,0.2200,medium AND late -> low (0.800)
0.50,0.86,0.2371,0.2370,0.3000,0.2200,medium AND late -> low (0.700)
0.50,0.88,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.50,0.90,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500)
0.50,0.92,0.2537,0.2453,0.3000,0.2200,medium AND late -> low (0.400)
0.50,0.94,0.2599,0.2487,0.3000,0.2200,medium AND late -> low (0.300)
0.50,0.96,0.2664,0.2523,0.3000,0.2200,medium AND late -> low (0.200)
0.50,0.98,0.2731,0.2561,0.3000,0.2200,medium AND late -> low (0.100)
0.50,1.00,0.2796,0.2600,0.3000,0.2200,medium AND late -> low (0.001)
0.52,0.00,0.7204,0.7400,0.7000,0.7004,medium AND early -> high (0.001)
0.52,0.02,0.7269,0.7439,0.7000,0.7050,medium AND early -> high (0.100)
0.52,0.04,0.7336,0.7477,0.7000,0.7098,medium AND early -> high (0.200)
0.52,0.06,0.7401,0.7513,0.7000,0.7146,medium AND early -> high (0.300)
0.52,0.08,0.7463,0.7547,0.7000,0.7193,medium AND early -> high (0.400)
0.52,0.10,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500)
0.52,0.12,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.52,0.14,0.7629,0.7630,0.7000,0.7325,medium AND early -> high (0.700)
0.52,0.16,0.7676,0.7649,0.7000,0.7367,medium AND early -> high (0.800)
0.52,0.18,0.7717,0.7662,0.7000,0.7406,medium AND early -> high (0.900)
0.52,0.20,0.7717,0.7662,0.7000,0.7406,medium AND early -> high (0.900)
0.52,0.22,0.7717,0.7662,0.7000,0.7406,medium AND early -> high (0.900)
0.52,0.24,0.7676,0.7649,0.7000,0.7367,medium AND early -> high (0.800)
0.52,0.26,0.7629,0.7630,0.7000,0.7325,medium AND early -> high (0.700)
0.52,0.28,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.52,0.30,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | medium AND mid -> medium (0.001)
0.52,0.32,0.7128,0.7102,0.6608,0.6727,medium AND early -> high (0.400) | medium AND mid -> medium (0.100)
0.52,0.34,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | medium AND mid -> medium (0.200)
0.52,0.36,0.6240,0.6204,0.5789,0.5671,medium AND mid -> medium (0.300) | medium AND early -> high (0.200)
0.52,0.38,0.5697,0.5685,0.5392,0.5076,medium AND mid -> medium (0.400) | medium AND early -> high (0.100)
0.52,0.40,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | medium AND early -> high (0.001)
0.52,0.42,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.52,0.44,0.5000,0.5000,0.5000,0.4430,medium AND mid -> medium (0.700)
0.52,0.46,0.5000,0.5000,0.5000,0.4449,medium AND mid -> medium (0.800)
0.52,0.48,0.5000,0.5000,0.5000,0.4462,medium AND mid -> medium (0.900)
0.52,0.50,0.5000,0.5000,0.5000,0.4462,medium AND mid -> medium (0.900)
0.52,0.52,0.5000,0.5000,0.5000,0.4462,medium AND mid -> medium (0.900)
0.52,0.54,0.5000,0.5000,0.5000,0.4449,medium AND mid -> medium (0.800)
0.52,0.56,0.5000,0.5000,0.5000,0.4430,medium AND mid -> medium (0.700)
0.52,0.58,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.52,0.60,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | medium AND late -> low (0.001)
0.52,0.62,0.4303,0.4315,0.4608,0.4004,medium AND mid -> medium (0.400) | medium AND late -> low (0.100)
0.52,0.64,0.3760,0.3796,0.4211,0.3622,medium AND mid -> medium (0.300) | medium AND late -> low (0.200)
0.52,0.66,0.3299,0.3346,0.3789,0.3220,medium AND late -> low (0.300) | medium AND mid -> medium (0.200)
0.52,0.68,0.2872,0.2898,0.3392,0.2763,medium AND late -> low (0.400) | medium AND mid -> medium (0.100)
0.52,0.70,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500)
0.52,0.72,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.52,0.74,0.2371,0.2370,0.3000,0.2200,medium AND late -> low (0.700)
0.52,0.76,0.2324,0.2351,0.3000,0.2200,medium AND late -> low (0.800)
0.52,0.78,0.2283,0.2338,0.3000,0.2200,medium AND late -> low (0.900)
0.52,0.80,0.2283,0.2338,0.3000,0.2200,medium AND late -> low (0.900)
0.52,0.82,0.2283,0.2338,0.3000,0.2200,medium AND late -> low (0.900)
0.52,0.84,0.2324,0.2351,0.3000,0.2200,medium AND late -> low (0.800)
0.52,0.86,0.2371,0.2370,0.3000,0.2200,medium AND late -> low (0.700)
0.52,0.88,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.52,0.90,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500)
0.52,0.92,0.2537,0.2453,0.3000,0.2200,medium AND late -> low (0.400)
0.52,0.94,0.2599,0.2487,0.3000,0.2200,medium AND late -> low (0.300)
0.52,0.96,0.2664,0.2523,0.3000,0.2200,medium AND late -> low (0.200)
0.52,0.98,0.2731,0.2561,0.3000,0.2200,medium AND late -> low (0.100)
0.52,1.00,0.2796,0.2600,0.3000,0.2200,medium AND late -> low (0.001)
0.54,0.00,0.7204,0.7400,0.7000,0.7004,medium AND early -> high (0.001)
0.54,0.02,0.7269,0.7439,0.7000,0.7050,medium AND early -> high (0.100)
0.54,0.04,0.7336,0.7477,0.7000,0.7098,medium AND early -> high (0.200)
0.54,0.06,0.7401,0.7513,0.7000,0.7146,medium AND early -> high (0.300)
0.54,0.08,0.7463,0.7547,0.7000,0.7193,medium AND early -> high (0.400)
0.54,0.10,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500)
0.54,0.12,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.54,0.14,0.7629,0.7630,0.7000,0.7325,medium AND early -> high (0.700)
0.54,0.16,0.7676,0.7649,0.7000,0.7367,medium AND early -> high (0.800)
0.54,0.18,0.7676,0.7649,0.7000,0.7367,medium AND early -> high (0.800)
0.54,0.20,0.7676,0.7649,0.7000,0.7367,medium AND early -> high (0.800)
0.54,0.22,0.7676,0.7649,0.7000,0.7367,medium AND early -> high (0.800)
0.54,0.24,0.7676,0.7649,0.7000,0.7367,medium AND early -> high (0.800)
0.54,0.26,0.7629,0.7630,0.7000,0.7325,medium AND early -> high (0.700)
0.54,0.28,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.54,0.30,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | medium AND mid -> medium (0.001)
0.54,0.32,0.7128,0.7102,0.6608,0.6727,medium AND early -> high (0.400) | medium AND mid -> medium (0.100)
0.54,0.34,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | medium AND mid -> medium (0.200)
0.54,0.36,0.6240,0.6204,0.5789,0.5671,medium AND mid -> medium (0.300) | medium AND early -> high (0.200)
0.54,0.38,0.5697,0.5685,0.5392,0.5076,medium AND mid -> medium (0.400) | medium AND early -> high (0.100)
0.54,0.40,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | medium AND early -> high (0.001)
0.54,0.42,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.54,0.44,0.5000,0.5000,0.5000,0.4430,medium AND mid -> medium (0.700)
0.54,0.46,0.5000,0.5000,0.5000,0.4449,medium AND mid -> medium (0.800)
0.54,0.48,0.5000,0.5000,0.5000,0.4449,medium AND mid -> medium (0.800)
0.54,0.50,0.5000,0.5000,0.5000,0.4449,medium AND mid -> medium (0.800)
0.54,0.52,0.5000,0.5000,0.5000,0.4449,medium AND mid -> medium (0.800)
0.54,0.54,0.5000,0.5000,0.5000,0.4449,medium AND mid -> medium (0.800)
0.54,0.56,0.5000,0.5000,0.5000,0.4430,medium AND mid -> medium (0.700)
0.54,0.58,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.54,0.60,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | medium AND late -> low (0.001)
0.54,0.62,0.4303,0.4315,0.4608,0.4004,medium AND mid -> medium (0.400) | medium AND late -> low (0.100)
0.54,0.64,0.3760,0.3796,0.4211,0.3622,medium AND mid -> medium (0.300) | medium AND late -> low (0.200)
0.54,0.66,0.3299,0.3346,0.3789,0.3220,medium AND late -> low (0.300) | medium AND mid -> medium (0.200)
0.54,0.68,0.2872,0.2898,0.3392,0.2763,medium AND late -> low (0.400) | medium AND mid -> medium (0.100)
0.54,0.70,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500)
0.54,0.72,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.54,0.74,0.2371,0.2370,0.3000,0.2200,medium AND late -> low (0.700)
0.54,0.76,0.2324,0.2351,0.3000,0.2200,medium AND late -> low (0.800)
0.54,0.78,0.2324,0.2351,0.3000,0.2200,medium AND late -> low (0.800)
0.54,0.80,0.2324,0.2351,0.3000,0.2200,medium AND late -> low (0.800)
0.54,0.82,0.2324,0.2351,0.3000,0.2200,medium AND late -> low (0.800)
0.54,0.84,0.2324,0.2351,0.3000,0.2200,medium AND late -> low (0.800)
0.54,0.86,0.2371,0.2370,0.3000,0.2200,medium AND late -> low (0.700)
0.54,0.88,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.54,0.90,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500)
0.54,0.92,0.2537,0.2453,0.3000,0.2200,medium AND late -> low (0.400)
0.54,0.94,0.2599,0.2487,0.3000,0.2200,medium AND late -> low (0.300)
0.54,0.96,0.2664,0.2523,0.3000,0.2200,medium AND late -> low (0.200)
0.54,0.98,0.2731,0.2561,0.3000,0.2200,medium AND late -> low (0.100)
0.54,1.00,0.2796,0.2600,0.3000,0.2200,medium AND late -> low (0.001)
0.56,0.00,0.7204,0.7400,0.7000,0.7004,medium AND early -> high (0.001)
0.56,0.02,0.7269,0.7439,0.7000,0.7050,medium AND early -> high (0.100)
0.56,0.04,0.7336,0.7477,0.7000,0.7098,medium AND early -> high (0.200)
0.56,0.06,0.7401,0.7513,0.7000,0.7146,medium AND early -> high (0.300)
0.56,0.08,0.7463,0.7547,0.7000,0.7193,medium AND early -> high (0.400)
0.56,0.10,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500)
0.56,0.12,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.56,0.14,0.7629,0.7630,0.7000,0.7325,medium AND early -> high (0.700)
0.56,0.16,0.7629,0.7630,0.7000,0.7325,medium AND early -> high (0.700)
0.56,0.18,0.7629,0.7630,0.7000,0.7325,medium AND early -> high (0.700)
0.56,0.20,0.7629,0.7630,0.7000,0.7325,medium AND early -> high (0.700)
0.56,0.22,0.7629,0.7630,0.7000,0.7325,medium AND early -> high (0.700)
0.56,0.24,0.7629,0.7630,0.7000,0.7325,medium AND early -> high (0.700)
0.56,0.26,0.7629,0.7630,0.7000,0.7325,medium AND early -> high (0.700)
0.56,0.28,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.56,0.30,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | medium AND mid -> medium (0.001)
0.56,0.32,0.7128,0.7102,0.6608,0.6727,medium AND early -> high (0.400) | medium AND mid -> medium (0.100)
0.56,0.34,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | medium AND mid -> medium (0.200)
0.56,0.36,0.6240,0.6204,0.5789,0.5671,medium AND mid -> medium (0.300) | medium AND early -> high (0.200)
0.56,0.38,0.5697,0.5685,0.5392,0.5076,medium AND mid -> medium (0.400) | medium AND early -> high (0.100)
0.56,0.40,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | medium AND early -> high (0.001)
0.56,0.42,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.56,0.44,0.5000,0.5000,0.5000,0.4430,medium AND mid -> medium (0.700)
0.56,0.46,0.5000,0.5000,0.5000,0.4430,medium AND mid -> medium (0.700)
0.56,0.48,0.5000,0.5000,0.5000,0.4430,medium AND mid -> medium (0.700)
0.56,0.50,0.5000,0.5000,0.5000,0.4430,medium AND mid -> medium (0.700)
0.56,0.52,0.5000,0.5000,0.5000,0.4430,medium AND mid -> medium (0.700)
0.56,0.54,0.5000,0.5000,0.5000,0.4430,medium AND mid -> medium (0.700)
0.56,0.56,0.5000,0.5000,0.5000,0.4430,medium AND mid -> medium (0.700)
0.56,0.58,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.56,0.60,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | medium AND late -> low (0.001)
0.56,0.62,0.4303,0.4315,0.4608,0.4004,medium AND mid -> medium (0.400) | medium AND late -> low (0.100)
0.56,0.64,0.3760,0.3796,0.4211,0.3622,medium AND mid -> medium (0.300) | medium AND late -> low (0.200)
0.56,0.66,0.3299,0.3346,0.3789,0.3220,medium AND late -> low (0.300) | medium AND mid -> medium (0.200)
0.56,0.68,0.2872,0.2898,0.3392,0.2763,medium AND late -> low (0.400) | medium AND mid -> medium (0.100)
0.56,0.70,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500)
0.56,0.72,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.56,0.74,0.2371,0.2370,0.3000,0.2200,medium AND late -> low (0.700)
0.56,0.76,0.2371,0.2370,0.3000,0.2200,medium AND late -> low (0.700)
0.56,0.78,0.2371,0.2370,0.3000,0.2200,medium AND late -> low (0.700)
0.56,0.80,0.2371,0.2370,0.3000,0.2200,medium AND late -> low (0.700)
0.56,0.82,0.2371,0.2370,0.3000,0.2200,medium AND late -> low (0.700)
0.56,0.84,0.2371,0.2370,0.3000,0.2200,medium AND late -> low (0.700)
0.56,0.86,0.2371,0.2370,0.3000,0.2200,medium AND late -> low (0.700)
0.56,0.88,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.56,0.90,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500)
0.56,0.92,0.2537,0.2453,0.3000,0.2200,medium AND late -> low (0.400)
0.56,0.94,0.2599,0.2487,0.3000,0.2200,medium AND late -> low (0.300)
0.56,0.96,0.2664,0.2523,0.3000,0.2200,medium AND late -> low (0.200)
0.56,0.98,0.2731,0.2561,0.3000,0.2200,medium AND late -> low (0.100)
0.56,1.00,0.2796,0.2600,0.3000,0.2200,medium AND late -> low (0.001)
0.58,0.00,0.7204,0.7400,0.7000,0.7004,medium AND early -> high (0.001)
0.58,0.02,0.7269,0.7439,0.7000,0.7050,medium AND early -> high (0.100)
0.58,0.04,0.7336,0.7477,0.7000,0.7098,medium AND early -> high (0.200)
0.58,0.06,0.7401,0.7513,0.7000,0.7146,medium AND early -> high (0.300)
0.58,0.08,0.7463,0.7547,0.7000,0.7193,medium AND early -> high (0.400)
0.58,0.10,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500)
0.58,0.12,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.58,0.14,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.58,0.16,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.58,0.18,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.58,0.20,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.58,0.22,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.58,0.24,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.58,0.26,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.58,0.28,0.7577,0.7606,0.7000,0.7282,medium AND early -> high (0.600)
0.58,0.30,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | medium AND mid -> medium (0.001)
0.58,0.32,0.7128,0.7102,0.6608,0.6727,medium AND early -> high (0.400) | medium AND mid -> medium (0.100)
0.58,0.34,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | medium AND mid -> medium (0.200)
0.58,0.36,0.6240,0.6204,0.5789,0.5671,medium AND mid -> medium (0.300) | medium AND early -> high (0.200)
0.58,0.38,0.5697,0.5685,0.5392,0.5076,medium AND mid -> medium (0.400) | medium AND early -> high (0.100)
0.58,0.40,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | medium AND early -> high (0.001)
0.58,0.42,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.58,0.44,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.58,0.46,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.58,0.48,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.58,0.50,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.58,0.52,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.58,0.54,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.58,0.56,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.58,0.58,0.5000,0.5000,0.5000,0.4406,medium AND mid -> medium (0.600)
0.58,0.60,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | medium AND late -> low (0.001)
0.58,0.62,0.4303,0.4315,0.4608,0.4004,medium AND mid -> medium (0.400) | medium AND late -> low (0.100)
0.58,0.64,0.3760,0.3796,0.4211,0.3622,medium AND mid -> medium (0.300) | medium AND late -> low (0.200)
0.58,0.66,0.3299,0.3346,0.3789,0.3220,medium AND late -> low (0.300) | medium AND mid -> medium (0.200)
0.58,0.68,0.2872,0.2898,0.3392,0.2763,medium AND late -> low (0.400) | medium AND mid -> medium (0.100)
0.58,0.70,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500)
0.58,0.72,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.58,0.74,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.58,0.76,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.58,0.78,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.58,0.80,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.58,0.82,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.58,0.84,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.58,0.86,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.58,0.88,0.2423,0.2394,0.3000,0.2200,medium AND late -> low (0.600)
0.58,0.90,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500)
0.58,0.92,0.2537,0.2453,0.3000,0.2200,medium AND late -> low (0.400)
0.58,0.94,0.2599,0.2487,0.3000,0.2200,medium AND late -> low (0.300)
0.58,0.96,0.2664,0.2523,0.3000,0.2200,medium AND late -> low (0.200)
0.58,0.98,0.2731,0.2561,0.3000,0.2200,medium AND late -> low (0.100)
0.58,1.00,0.2796,0.2600,0.3000,0.2200,medium AND late -> low (0.001)
0.60,0.00,0.7204,0.7400,0.7000,0.7004,medium AND early -> high (0.001) | high AND early -> high (0.001)
0.60,0.02,0.7269,0.7439,0.7000,0.7050,medium AND early -> high (0.100) | high AND early -> high (0.001)
0.60,0.04,0.7336,0.7477,0.7000,0.7098,medium AND early -> high (0.200) | high AND early -> high (0.001)
0.60,0.06,0.7401,0.7513,0.7000,0.7146,medium AND early -> high (0.300) | high AND early -> high (0.001)
0.60,0.08,0.7463,0.7547,0.7000,0.7193,medium AND early -> high (0.400) | high AND early -> high (0.001)
0.60,0.10,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | high AND early -> high (0.001)
0.60,0.12,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | high AND early -> high (0.001)
0.60,0.14,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | high AND early -> high (0.001)
0.60,0.16,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | high AND early -> high (0.001)
0.60,0.18,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | high AND early -> high (0.001)
0.60,0.20,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | high AND early -> high (0.001)
0.60,0.22,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | high AND early -> high (0.001)
0.60,0.24,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | high AND early -> high (0.001)
0.60,0.26,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | high AND early -> high (0.001)
0.60,0.28,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | high AND early -> high (0.001)
0.60,0.30,0.7522,0.7578,0.7000,0.7238,medium AND early -> high (0.500) | high AND early -> high (0.001) | medium AND mid -> medium (0.001) | high AND mid -> high (0.001)
0.60,0.32,0.7128,0.7102,0.6608,0.6727,medium AND early -> high (0.400) | medium AND mid -> medium (0.100) | high AND early -> high (0.001) | high AND mid -> high (0.001)
0.60,0.34,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | medium AND mid -> medium (0.200) | high AND early -> high (0.001) | high AND mid -> high (0.001)
0.60,0.36,0.6240,0.6204,0.5789,0.5671,medium AND mid -> medium (0.300) | medium AND early -> high (0.200) | high AND early -> high (0.001) | high AND mid -> high (0.001)
0.60,0.38,0.5697,0.5685,0.5392,0.5076,medium AND mid -> medium (0.400) | medium AND early -> high (0.100) | high AND early -> high (0.001) | high AND mid -> high (0.001)
0.60,0.40,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | medium AND early -> high (0.001) | high AND early -> high (0.001) | high AND mid -> high (0.001)
0.60,0.42,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | high AND mid -> high (0.001)
0.60,0.44,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | high AND mid -> high (0.001)
0.60,0.46,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | high AND mid -> high (0.001)
0.60,0.48,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | high AND mid -> high (0.001)
0.60,0.50,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | high AND mid -> high (0.001)
0.60,0.52,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | high AND mid -> high (0.001)
0.60,0.54,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | high AND mid -> high (0.001)
0.60,0.56,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | high AND mid -> high (0.001)
0.60,0.58,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | high AND mid -> high (0.001)
0.60,0.60,0.5000,0.5000,0.5000,0.4378,medium AND mid -> medium (0.500) | high AND mid -> high (0.001) | medium AND late -> low (0.001) | high AND late -> low (0.001)
0.60,0.62,0.4303,0.4315,0.4608,0.4004,medium AND mid -> medium (0.400) | medium AND late -> low (0.100) | high AND mid -> high (0.001) | high AND late -> low (0.001)
0.60,0.64,0.3760,0.3796,0.4211,0.3622,medium AND mid -> medium (0.300) | medium AND late -> low (0.200) | high AND mid -> high (0.001) | high AND late -> low (0.001)
0.60,0.66,0.3299,0.3346,0.3789,0.3220,medium AND late -> low (0.300) | medium AND mid -> medium (0.200) | high AND mid -> high (0.001) | high AND late -> low (0.001)
0.60,0.68,0.2872,0.2898,0.3392,0.2763,medium AND late -> low (0.400) | medium AND mid -> medium (0.100) | high AND mid -> high (0.001) | high AND late -> low (0.001)
0.60,0.70,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500) | high AND late -> low (0.001)
0.60,0.72,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500) | high AND late -> low (0.001)
0.60,0.74,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500) | high AND late -> low (0.001)
0.60,0.76,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500) | high AND late -> low (0.001)
0.60,0.78,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500) | high AND late -> low (0.001)
0.60,0.80,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500) | high AND late -> low (0.001)
0.60,0.82,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500) | high AND late -> low (0.001)
0.60,0.84,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500) | high AND late -> low (0.001)
0.60,0.86,0.2478,0.2422,0.3000,0.2200,medium AND late -> low (0.500) | high AND late -> low (0.001)
